para_id,doc_id,page_number,para_index_on_page,para_char_count,para_text
DOC_0011_P0218_01,DOC_0011,218,1,2832,"214
REFORM OF THE COMMITTEE ON WORLD FOOD SECURITY
VOLUME II
iii)
communicating to the CFS and, as appropriate, its Bureau through representatives
designated by an internal self-selection process within each civil society category;
iv)
convening a civil society forum as a preparatory event before CFS sessions if so
decided by the civil society mechanism.
17.
Private sector associations, private philanthropic organizations and other CFS
stakeholders active in areas related to food security, nutrition, and the right to food are
encouraged to autonomously establish and maintain a permanent coordination mechanism
for participation in the CFS and for actions derived from that participation at global,
regional and national levels. They are invited to communicate a proposal to that effect to the
CFS Bureau.
IV.  Mechanisms and procedures
A.  Overall process and structure
18.
Bearing in mind that CFS will include a Plenary, as well as intersessional activities at
different levels, the process of defining strategies and actions to be adopted by Members
should be transparent and take into consideration the views of all participants and
stakeholders to the fullest extent possible in order to foster ownership and full participation
during implementation of these strategies and actions.
19.
The CFS will include:
i)
the Plenary of the CFS;
ii)
the CFS Bureau and its Advisory Group;
iii)
the High-Level Panel of Experts (HLPE) - a multi-disciplinary scientific advisory
body to the CFS;
iv)
the Secretariat serving the CFS (Plenary, Bureau and its Advisory Group, and
HLPE).
B.  The Plenary
20.
The Plenary is the central body for decision-taking, debate, coordination, lessonlearning and convergence by all stakeholders at global level on issues pertaining to food
security and nutrition and on the implementation of the Voluntary Guidelines to Support the
Progressive Realization of the Right to Adequate Food in the Context of National Food
Security. It should focus on relevant and specific issues related to food security and nutrition
in order to provide guidance and actionable recommendations to assist all stakeholders in
eradicating hunger.
21.
Regular Plenary Sessions shall be held annually. Extraordinary sessions may be
requested by its Members and approved by the Bureau after consultation with CFS
Members. The results of the CFS Plenary shall be reported to the FAO Conference and to
the UN General Assembly (UNGA) through ECOSOC. The Chair of the CFS should consult
with ECOSOC and take all necessary actions so that modalities for meaningful reporting be
established and implemented. CFS Participants, including UN and other intergovernmental
agencies, NGOs and CSOs are encouraged to consider in their respective governing bodies
the outcomes of the CFS which are relevant to their own activities.
← BACK"
DOC_0011_P0219_01,DOC_0011,219,1,3707,"PARAGRAPHS 22-28
VOLUME II
215
Q
22.
Any specific recommendations adopted by the Plenary of the CFS which affect the
programme or finances and legal or constitutional aspects of concerned UN entities shall be
reported to their appropriate bodies for consideration.
C.  Linkages between CFS and the Regional and Country Levels
23.
It is crucial that the work of the CFS is based on the reality on the ground. It will be
fundamental for the CFS, through its Bureau and Advisory Group, to nurture and maintain
linkages with different actors at regional, sub regional and local levels to ensure ongoing,
two way exchange of information among these stakeholders during intersessional periods.
This will ensure that at its annual sessions the Plenary is made aware of latest developments
on the ground, and that, conversely, results of the deliberations of the Plenary are widely
disseminated at regional, sub-regional and country as well as global levels. Existing linkages
should be strengthened, such as through the FAO Regional Conferences, and other regional
and sub-regional bodies dealing with food security and nutrition related issues.
24.
CFS Members States are encouraged, at their discretion, to constitute or strengthen
multi-disciplinary national mechanisms (e.g. food security networks, national alliances,
national CFS) including all key stakeholders dedicated to advance food security at national
and local levels. Through renewed mobilization and coordination of key stakeholders, such
mechanisms will enable more effective identification and implementation of food security
and nutrition policies and programmes.
25.
Existing structures should be used to ensure programmes are better integrated with
each other and aligned with on-going national and local food security and nutrition
priorities. This would take advantage of the field presence of stakeholders involved in the
CFS. Key partners will include United Nations Country Teams, the United Nations’ HighLevel Task Force (HLTF), the International Alliance against Hunger and its National
Alliances, national and regional food security thematic groups, and a large number of civil
society networks and private sector associations operating at the regional and national
levels.
26.
Such mechanisms could contribute to the elaboration of national plans against hunger
and assist with the monitoring and evaluation of agreed actions and outcomes designed to
combat hunger and food insecurity. They could also be instrumental in informing regional
bodies and the CFS Plenary about successes achieved as well as remaining challenges and
needs with a view to soliciting guidance and assistance in this regard.
27.
Establishing linkages with the country level is likely to be more challenging in
countries with weak capacity or in those without a central organization to address food
security and nutrition in a multisectoral manner. Nevertheless, it is precisely in such cases
that the CFS Plenary should ensure that consultation with and input from the national level
takes place. Ways of enabling such linkages need to be found.
28.
FAO Regional Conferences and regional meetings of WFP, IFAD and other
concerned organizations are encouraged to devote part of their agendas to disseminate CFS
conclusions and recommendations and to provide inputs to the CFS. Such regional bodies
should, in coordination with the CFS Bureau and Advisory Group, open themselves to the
participation of regional representatives of CFS participants and observers, including active
participation by relevant regional intergovernmental and CSO organizations and networks,
and to regional development institutions. The possibility of the CFS establishing and
← BACK"
DOC_0011_P0220_01,DOC_0011,220,1,2954,"216
REFORM OF THE COMMITTEE ON WORLD FOOD SECURITY
VOLUME II
maintaining contacts through its Bureau to other regional organizations, such as
NEPAD/CAADP, MERCOSUR, Arab Organization for Agricultural Development,
Community of Independent States, and others, including regional CSO networks, should
also be kept open.
D.  Bureau
29.
The CFS Bureau represents the broader membership of the CFS between plenary
sessions. It ensures coordination among all actors and levels and advances tasks in
preparation for CFS plenary sessions.
30.
The Bureau will perform tasks delegated to it by the Plenary including the
preparation of documents and proposals such as setting the agenda and sending requests to
and receiving inputs from the High-Level Panel of Experts. It will facilitate coordination
among relevant actors and levels to advance intersessional tasks entrusted to it. The Bureau
should also deal with matters related to the implementation of the reform proposed in this
document.
31.
The Bureau shall be composed of the Chairperson and 12 members, two coming
from each of the following geographic regions: Africa, Asia, Europe, Latin America and the
Caribbean, Near East, and one from both North America and Southwest Pacific.1 The CFS
Chairperson, on a rotational basis among regions, and other members of the Bureau shall be
elected in CFS Plenary for a term of two years.
32.
The Bureau, immediately following its election, will establish an Advisory Group
composed of representatives of FAO, WFP and IFAD and other non-Member CFS
Participants (see para 11). The Advisory Group will have the same tenure as the Bureau.
The Bureau will invite the different constituencies of CFS Participants to designate their
representatives to this Group, which normally will not exceed that of the CFS Bureau in
numbers. The function of the Advisory Group is to provide input to the Bureau regarding
the range of tasks which the CFS Plenary has instructed it to perform. Decision making will
be in the hands of the member States. It is expected that members of the Advisory Group
should be able to contribute substantive work and provide advice to the CFS Bureau.
E.  CFS Secretariat
33.
There should be a small, permanent CFS Secretariat located in FAO Rome. Its task
will be to assist the Plenary, the Bureau and Advisory Group, and the High-Level Panel of
Experts in their work.
34.
For the biennium 2010-2011, the Secretariat will be headed by a Secretary from FAO
and include staff from the other Rome-based agencies (WFP and IFAD). Further
arrangements regarding the Secretary, including possible rotation among the three Romebased agencies, and the inclusion in the Secretariat of other UN entities directly concerned
with food security and nutrition, should be decided by the CFS plenary in 2011.
35.
The present CFS Secretariat will continue to perform its functions until final
decisions of CFS Plenary as per paragraph 34 are adopted and implemented."
DOC_0011_P0220_02,DOC_0011,220,2,245,"1 Model recommended for FAO Finance and Programme Committees in the Immediate Plan of Action (IPA)
that will be approved by the forthcoming session of the Conference. The CFS Chairperson and members will
be appointed on ad personam basis.
← BACK"
DOC_0011_P0221_01,DOC_0011,221,1,2774,"PARAGRAPHS 36-39
VOLUME II
217
Q
V.  Expert Input toward revitalized CFS
A.  High-Level Panel of Experts on Food Security and Nutrition (HLPE)
36.
In line with efforts to revitalize the Committee on World Food Security, members
called for regular inclusion of structured food security and nutrition-related expertise to
better inform its sessions. This effort should help create synergies between world class
academic/scientific knowledge, field experience, knowledge from social actors and practical
application in various settings. Given the multidisciplinary complexity of food security, the
effort is aimed at improving communication and information-sharing among the different
stakeholders in food security and nutrition. Its products will focus on better understanding
current food insecurity situations and will also look forward toward emerging issues. The
expert process will, through Plenary and the Bureau, aim to support CFS members and other
stakeholders in designing strategies and programs for addressing food insecurity.
Participants in this expert process will utilize and synthesize available research/analyses and
add value to the work performed already by numerous agencies, organizations, and
academic institutions, among others.
B.  Key functions of HLPE
37.
As directed by the CFS Plenary and Bureau, the HLPE will:
i)
Assess and analyze the current state of food security and nutrition and its underlying
causes.
ii)
Provide scientific and knowledge-based analysis and advice on specific policyrelevant issues, utilizing existing high quality research, data and technical studies.
iii)
Identify emerging issues, and help members prioritize future actions and attentions
on key focal areas.
C.  Structure and modus operandi of HLPE
38.
The HLPE will have two main components:
i)
A Steering Committee composed of at least 10 and not exceeding 15 internationally
recognized experts in a variety of food security and nutrition-related fields.
ii)
Ad hoc project teams constituting a larger subsidiary network of food security and
nutrition experts acting on a project-specific basis, selected and managed by the
HLPE Steering Committee to analyze/report on specific issues.
39.
Led by a Chair and Vice-Chair, elected among the members of the Steering
Committee, the HLPE will:
i)
Ensure state-of-the-art studies/analyses for consideration by CFS sessions on a
variety of food security and nutrition issues.
ii)
Assemble expert ""project teams"" to prepare studies/analyses for CFS sessions.
iii)
Determine working methodologies and terms of reference for project teams, and
manage their work.
iv)
Normally meet two times per year in Rome and possibly more in extraordinary
circumstances, to review work methodologies and prepare work plans/products.
← BACK"
DOC_0011_P0222_01,DOC_0011,222,1,2823,"218
REFORM OF THE COMMITTEE ON WORLD FOOD SECURITY
VOLUME II
40.
Led by a team leader, the time-bound expert ""project teams"" will be responsible for
drafting of studies/analyses under the HLPE Steering Committee direction and oversight.
D.  Output of HLPE
41.
By request of the CFS Plenary or Bureau, the Steering Committee will provide
scientifically sound, clear and concise written reports/analyses for Plenary or inter-sessional
purposes.
42.
Following its introduction as an item on the agenda by the Bureau and according to
the nature and purpose of a project, a report, its conclusions and recommendations could be
introduced in CFS Plenary by the Chair of the HLPE Steering Committee in possible
conjunction with the head of a specific project team.
E.  Composition / Selection of the HLPE
43.
The CFS Bureau, in close cooperation with FAO management and drawing from
applicable FAO legal texts, will solicit nominations for the HLPE Steering Committee.
i)
The Steering Committee should reflect an assortment of technical disciplines,
regional expertise and representation. Ideal candidates will have relevant experience
working with cross-disciplinary expert processes.
ii)
Members of the Steering Committee will participate in their individual capacities,
and not as representatives of their respective governments, institutions or
organizations.
iii)
Members of the Steering Committee will serve for a 2-year period, renewable once.
44.
The CFS Bureau will designate an ad hoc technical selection committee comprised
of representatives from among the Rome-based food/agriculture agencies (FAO, WFP,
IFAD, CGIAR/Bioversity, a CSO/NGO representative) to choose the Steering Committee
members. The ad hoc technical selection committee will submit its recommendations to the
CFS Bureau for approval.
45.
Early in 2010, the first 10 members of the HLPE Steering Committee will be
selected. The HLPE Steering Committee will then designate its Chair and Co-Chair to begin
its work in anticipation of the CFS October 2010 Session, based on explicit instructions
from the CFS Bureau. Additional members could be chosen shortly after October 2010
Plenary.
46.
Members of the HLPE ad hoc project teams will be chosen by the HLPE Steering
Committee notably drawn from a database of experts to which CFS stakeholders can
nominate experts at any time.
F.  Secretarial Services
47.
The joint CFS Secretariat, will assist the work of the HLPE Steering Committee and
its Chair. Its functions will include, though are not limited to:
i)
Maintain a roster of experts.
ii)
Organize meetings of the HLPE Steering Committee and assist project teams, as
needed.
iii)
Maintain system of communications, including posting of relevant reports/analyses.
iv)
Assist with preparation of working budget and other support documentation.
← BACK"
DOC_0011_P0223_01,DOC_0011,223,1,2303,"PARAGRAPHS 48-51
VOLUME II
219
Q
G.  Call for Nominations to the HLPE Steering Committee
48.
Immediately following adoption of this agreement during the October 2009 CFS
Plenary, a letter co-signed by the CFS Chair and FAO Director-General will be sent to CFS
members and others, soliciting nominations for the HLPE Steering Committee. This letter
would explain the structure of the new process, and contain the agreed Terms of Reference.
VI.  Implementation Arrangements
A.  Legal Matters
49.
The extent to which CFS reform proposals would require changes to the General
Rules and Regulations of FAO governance aspects such as CFS membership, composition
of the Bureau and Secretariat, and reporting arrangements, would require adjustments to
legal dimensions of the CFS will be addressed by FAO Legal Counsel once the nature of the
proposed changes is established.
B.  Cost and Funding
50.
The cost of a reformed CFS will be influenced by the nature and extent of functions
and activities ascribed to it, particularly to its Bureau and Secretariat. Funding implications
include considerations such as whether the costs of the new CFS would be shared by the
main agencies involved, and to what extent (as per paragraphs 32-34). A preliminary budget
and modalities of funding for the next biennium, including the use of voluntary
contributions and trust funds for the HLPE, has been prepared by the Bureau and presented
to the October plenary session for consideration by Members with a view to gain approval
by FAO Conference. Resource mobilization strategies to cover the costs of participation by
NGOs/CSOs from developing countries will also need to be addressed, as agreed by the
CFS at its 34th Session.1
C.  Implementation Plan
51.
Bearing in mind the complexity of the tasks ahead and with a view to improving the
effectiveness of CFS, the Committee should focus on tangible outputs and outcomes as well
as a roadmap for the progressive attainment of the renewed vision. More specific outcomes
will have to be defined by the revitalized CFS in its forthcoming Sessions. It is proposed
that, at its next Session, the CFS agrees on a phased and results-based plan to implement
reform as outlined in this document. With this in mind, it is suggested that at its
35th Session, the CFS be invited to:"
DOC_0011_P0223_02,DOC_0011,223,2,303,"Task
Proposed
deadline
1
Approve CFS Reform document
Oct. 2009
2
Election of CFS Bureau (paras 29-32)
Oct. 2009
3
Bureau to present a draft budget and financing strategy for the
reformed CFS including the HLPE (para 50)
Oct. 2009
4
Call for nominations to the HLPE Steering Committee (para 48)
Oct. 2009"
DOC_0011_P0223_03,DOC_0011,223,3,61,"1 See document CFS 2008/5 and CL 135/10, paragraph 15.
← BACK"
DOC_0011_P0224_01,DOC_0011,224,1,1044,"220
REFORM OF THE COMMITTEE ON WORLD FOOD SECURITY
VOLUME II
5
Legal Office to finalize changes to the General Rules of FAO and the
Rules of Procedure of the CFS (para 49)
Nov. 2009
6
Bureau to designate the ad hoc technical selection committee for
HLPE Steering Committee members (para 46)
Nov. 2009
7
Bureau to establish an Advisory Group (para 32)
Jan. 2010
8
Make arrangements to establish a Secretariat (paras 33-35)
Jan. 2010
9
Designate the HLPE Steering Committee members (para 44)
Jan. 2010
10
First joint meeting of the HLPE Steering Committee and CFS Bureau
and Secretariat to discuss areas requiring advice from the HLPE and
agree on a timetable for delivery (para 45)
Feb. 2010
11
Bureau to develop a work programme through a consultative process
Apr. 2010
12
Bureau to submit a proposal for a work programme including
implementation of (some parts of) Phase II, to the 36th Session of CFS
Oct. 2010
52.
The Committee may wish to endorse this document and entrust the Bureau to
proceed with implementation as outlined above.
← BACK"
DOC_0011_P0225_01,DOC_0011,225,1,50,"R.
ALPHABETICAL INDEX
Abbreviations used in index:"
DOC_0011_P0225_02,DOC_0011,225,2,1474,"Const., XIV.2, 6, p. 10-11
Constitution: Article XIV, paragraphs 2 and 6, pages 11 and 12
GRO, XXIV.3(b), p. 39
General Rules of the Organization: Rule XXIV, paragraph 3,
subparagraph (b), page 39
FR, 12.8, p. 82
Financial Regulations: Regulation XII, paragraph 8, page 82
RC, III.1-2, p. 87-88
Rules of Procedure of the Council: Rule III, paragraphs 1 to 2,
pages 87 to 88
PC, II.2, p. 91-92
Rules of Procedure of the Programme Committee: Rule II,
paragraph 2, pages 91 and 92
FC, IV.3, p. 96
Rules of Procedure of the Finance Committee: Rule IV,
paragraph 3, page 96
CCLM, III.1-4, p. 100
Rules of Procedure of the Committee on Constitutional and
Legal Matters: Rule III, paragraphs 1 to 4, page 100
CCP, III.3(a), p. 104-105
Rules of Procedure of the Committee on Commodity Problems:
Rule III, paragraph 3, subparagraph (a), pages 104 and 105
COFI, III.3(c), p. 110
Rules of Procedure of the Committee on Fisheries: Rule III,
paragraph 3, subparagraph (c), page 110
COFO, VII.3, p. 116
Rules of Procedure of the Committee on Forestry: Rule VII,
paragraph 3, page 116
COAG, IV.2, p. 119
Rules of Procedure of the Committee on Agriculture: Rule IV,
paragraph 2, page 119
CFS, III, p. 122
Rules of Procedure of the Committee on World Food Security:
Rule III, page 122
Volume II, Section I,
Appendix, p. 157-59
Volume II, Appendix to Section I, pages 157 to 159
CFS (Reform), §§16-17,
p. 213-14
Volume II, Section Q: Reform of the CFS, paragraphs 16 and
17, pages 213 and 214"
DOC_0011_P0225_03,DOC_0011,225,3,494,"A
Accounts: FR, XI, p. 81
adoption by Conference: GRO, II.2(c)(iv), p. 18; GRO, XX(b), p. 33
audit, external: GRO, XXIV.3(m), p. 39; GRO, XXVII.7(m-o), p. 47; FR, 11.5, p. 81; FR, XII,
p. 81-82; FR, Annex, p. 84-86
audit, internal: FR, 10.1(d), p. 80; FR, 12.4, p. 82
preparation of accounts by Director-General: GRO, XXXVIII.2(h), p. 66; FR, 11.1-11.3, p. 81
report, external auditor: FR, 12.9, 12.10, p. 82
review
by Council: GRO, XXIV.3(b), p. 39
by Finance Committee: GRO, XXVII.7(l), p. 47"
DOC_0011_P0226_01,DOC_0011,226,1,9,"222
INDEX"
DOC_0011_P0226_02,DOC_0011,226,2,2634,"Adjournment, suspension or closure
adjournment of debate: GRO, XII.22, p. 29
adjournment of meeting: GRO, XII.21, p. 29
adjournment of session, Conference: GRO, X.2(f), p. 23
closure of debate: GRO, XII.23, p. 29
order of precedence of motions on: GRO, XII.24, p. 29
suspension of meeting: GRO, XII.21, p. 29
time limit for speakers: GRO, XII.19, p. 29
Administrative Tribunal: Const., XVI.3, p. 13
Admission of Members: see Member Nations, Member Organizations, Associate Members
Agenda: see Conference, Council
Agreements and Conventions
concluded under the aegis of the Organization: Const., XIV, p. 11-13; GRO, XXI, p. 33-35;
GRO, XXIV.4(b), p. 39; GRO, XXXIV.7(l), p. 61; GRO, XXXVIII.2(e), p. 66
Volume II: Section O, p. 177-80; Section O, Appendix, p. 181-89; Section O, Add.I, p. 191-92;
Section O, Add.II, p. 193-94; Section O, Add.III, p. 195-96
between the Organization and international organizations: Const., XIII, p. 11; GRO, XXIV.4(c),
p. 40; GRO, XXXIV.7(c), p. 61
Volume II: Section K, p. 163; Section K, Appendix, p. 164-66
between the Organization and Members for establishment of international institutions: Const., XV,
p. 13; GRO, XXXIV.7(c), p. 61
Volume II: Section O, p. 177-80; Section O, Add.III, p. 195-96; Section P, p. 201-208;
Section P, Appendix, p. 204-208
between the Organization and the United Nations: Const., XII, p. 10
Agriculture: see Committee on Agriculture
Agriculture, definition: Const., I.1, p. 3; see also Committee on Agriculture
Alternates: see Conference, Council, etc.
Appointment: see Election
Appropriations: FR, IV, p. 72-73
apportionment of: FR, 4.6(a), p. 73
authorization to incur obligations and to make payments: FR, 4.1-4.4, p. 72
contingencies chapter: FR, 4.5(c), p. 73
transfers: GRO, XXIV.3(d), p. 39; GRO, XXVII.7(d),(e), p. 46; FR, 4.5, p. 72-73
Arrears of contribution: FR, 5.5, p. 74
ineligibility for Council membership: GRO, XXII.5,7, p. 35; 36
loss of voting rights: Const., III.4, p. 5
Associate Members: Const., II.11-13, p. 5
acceptance of Constitution: Const., II.11, p. 5
admission: Const., II.11, p. 5; GRO, II.2(c)(vii), II.4(e), p. 18; 19; GRO, X.2(h), p. 23;
GRO, XII.10(a), p. 26; GRO, XIX, p. 33; GRO, XXXVIII.2(f), p. 66
contributions: Const., XVIII.2,3, p. 14; GRO, XIX.3,4, p. 33; FR, V, p. 73-75; FR, 7.1, p. 79
effective date of associate membership: Const., II.13, p. 5
information, submission of: Const., XI, p. 10
observer status: Volume II, Section I, Appendix, p. 157-59
participation
in commissions, committees, conferences, working parties and consultations: Const., VI.7, p. 8;
GRO, XXXVI.1, p. 63; Volume II, Section I, Appendix, p. 157-59"
DOC_0011_P0227_01,DOC_0011,227,1,5,INDEX
DOC_0011_P0227_02,DOC_0011,227,2,2444,"223
in Conference: Const., III.1,2, p. 5; GRO, XII.28, p. 30; GRO, XIII.3, p. 30; GRO, XIV.1, p. 31;
GRO, XV.1, p. 31; Volume II, Section I, Appendix, p. 157-59
in Council: GRO, XXV.8(c), p. 41; Volume II, Section I, Appendix, p. 157-59
in General Committee: GRO, X.4, p. 23
reports by: Const., XI, p. 10
withdrawal: Const., XIX, p. 14
Audit: see Accounts
B
Ballot: see Election, Voting
Budget (and Programme of Work): Const., XVIII, p. 13-14; FR, III, p. 71
approval of Budget (and Programme of Work) by Conference: Const., IV.1, p. 6; Const., XVIII.1,5,
p. 13; 14; GRO, II.2(c)(iv), p. 18; GRO, XX(a), p. 33; FR, 3.6, p. 71
preparation of draft Budget (and Programme of Work) by Director-General: GRO, II.2(c)(iv), p. 18;
GRO, XXXVIII.2(g), p. 66; FR, 3.1, p. 71
review of draft Programme of Work and Budget
by Council: GRO, XXIV.2(a), p. 38; FR, 3.5, 3.8, p. 71
by Finance Committee: GRO, XXVII.7(a), p. 46; GRO, XXVIII, p. 48
by Programme Committee: GRO, XXVI.7(a)(iii), p. 44; GRO, XXVIII, p. 48
C
Capital Expenditure Account: FR, 6.11, p. 78
Charter for the FAO Office of Evaluation: Volume II, Section H, p. 154
Closure of debate: see Adjournment
Commissions and committees (during Conference sessions)
allocation of agenda items to commissions: GRO, X.2(c), p. 22; GRO, XI.1, p. 23; GRO, XIII.1, p. 30
chairpersons
of commissions: GRO, VII, p. 21; GRO, XIII.2,4, p. 30; GRO, XXIV.5(b), p. 40
of committees established by commissions: GRO, XIV.2,3, p. 31
of committees established by Conference: GRO, XV.2, p. 31
establishment
of commissions: GRO, XIII.1, p. 30
of committees by commissions: GRO, XIV.1, p. 31
of committees by Conference: GRO, XV.1, p. 31
procedure, quorum, voting
in commissions: GRO, XIII.5, p. 31
in committees established by commissions: GRO, XIV.4, p. 31
in committees established by Conference: GRO, XV.2, p. 31
reports: GRO, X.3, p. 23; GRO, XVIII, p. 33
time and place of meetings: GRO, X.2(a), p. 22
Commissions (permanent) and joint commissions (permanent)
convening of: GRO, XXXVIII.3(b), p. 67
establishment of: Const., VI.1, p. 7; GRO, XXIV.4(a), p. 39; GRO, XXXIV.7(e), p. 61;
Volume II: Section O, p. 180; Section O, Add.III, p. 195-96
functions: Const., VI.1,3, p. 7; 8
membership: Const., VI.1, p. 7; Volume II, Section O, Appendix, p. 185-86
participation by Associate Members: see Associate Members
participation by Member Organizations: see Member Organizations
rules of procedure: Const., VI.3, p. 8"
DOC_0011_P0228_01,DOC_0011,228,1,9,"224
INDEX"
DOC_0011_P0228_02,DOC_0011,228,2,2293,"sessions: Volume II, Section O, Add.II, p. 193-94
site of session: GRO, XXXVIII.4, p. 67
subcommissions: GRO, XXXVI.1, p. 63
Commissions, committees, conferences, working parties and consultations: Const., VI, p. 7-8
Committee on Agriculture
agenda: GRO, XXXII.8, p. 54; COAG, IV, p. 119
alternates: COAG, II.6, p. 118
Bureau: COAG, I.1-7, p. 117
chairperson: GRO, XXXII.11, p. 54; COAG, I.1-7, p. 117
nominations: COAG, I.2, p. 117
regional rotation: COAG, I.3, p. 117
documentation: COAG, IV.4, p. 119
establishment and membership of subsidiary and ad hoc bodies: GRO, XXXII.12-13, p. 54-55;
COAG, VII, p. 120
establishment of: Const., V.6(b), p. 7; GRO, XXXII.1-2, p. 53
functions: GRO, XXXII.6, p. 54
membership: GRO, XXXII.1-2, p. 53
participation in meetings by
international organizations: COAG, III.1, p. 118
Member Nations: COAG, III.3(b-c), p. 118-119
Member Organizations: see this Section
non-member States: COAG, III.2, p. 118
quorum: COAG, II.7, p. 118
reporting: Const., V.6(b), p. 7; GRO, XXXII.6(e), p. 54; COAG, VI, p. 119-20
rules of procedure: GRO, XXXII.11,14, p. 54; 55
amendment: COAG, IX, p. 120
suspension: COAG, VIII, p. 120
secretary: COAG, I.8, p. 117
sessions: GRO, XXXII.3-4, p. 53; COAG, II, p. 118
vice-chairpersons: COAG, I.1,4-7, p. 117
voting: COAG, V, p. 119
Committee on Commodity Problems
agenda: CCP, IV, p. 105
alternates: CCP, II.6, p. 104
Bureau: CCP, I.1-7, p. 103
chairperson: GRO, XXIX.3, p. 49; CCP, I.1-7, p. 103
nominations: CCP, I.2, p. 103
regional rotation: CCP, I.3, p. 103
documentation: CCP, IV.4, p. 105
establishment and membership of subcommittees, intergovernmental commodity groups, ad hoc
subsidiary bodies: GRO, XXIX.10, p. 50; CCP, VII, p. 106; Volume II, Section O, Add.II, p. 193-94
establishment of: Const., V.6(b), p. 7; GRO, XXIX.1, p. 49
functions: GRO, XXIX.6, p. 49
membership: GRO, XXIX.1, 2, p. 49
participation in meetings by
international organizations: CCP, III.1, p. 104
Member Nations: CCP, III.3(b-c), p. 104-5
Member Organizations: see this Section
non-member States: CCP, III.2, p. 104
quorum: CCP, II.7, p. 104
reporting: Const., V.6(b), p. 7; GRO, XXIX.6(c), p. 49; CCP, VI, p. 105-6
rules of procedure: GRO, XXIX.9, 11, p. 50
amendment: CCP, IX, p. 107
suspension: CCP, VIII, p. 106
secretary: CCP, I.8, p. 103"
DOC_0011_P0229_01,DOC_0011,229,1,5,INDEX
DOC_0011_P0229_02,DOC_0011,229,2,2350,"225
sessions: GRO, XXIX.4, 5, p. 49; CCP, II, p. 104
vice-chairpersons: CCP, I.1,5-7, p. 103
voting: CCP, V, p. 105
Committee on Constitutional and Legal Matters
agenda: CCLM, III.1-4, p. 100
chairperson: GRO, XXXIV.3(a),4(b),5, p. 60; CCLM, I.1-3, p. 99
functions: CCLM, I.2,3, p. 99
election of: GRO, XXV.3(a), p. 41; GRO, XXXIV.3(a), p. 60
establishment of: Const., V.6(a), p. 7; GRO, XXXIV.1, p. 59
expenses: CCLM, VI.1,2, p. 101
functions: GRO, XXXIV.7-8, p. 61-62
membership: GRO, XXIV.5(a), p. 40; GRO, XXV.3(a), p. 41; GRO, XXXIV.1-2, p. 59;
GRO, XLVI, p. 69
nomination for membership: GRO, XXIV.5(a), p. 40; GRO, XXV.3(a), p. 41; GRO, XXXIV.2, p. 59
observers: GRO, XXXIV.11, p. 61; CCLM, II.3, p. 99
quorum: CCLM, II.7, p. 100
reporting: Const., V.6(a), p. 7; CCLM, V.1, p. 100
rules of procedure: GRO, XXXIV.12, p. 61; CCLM, VII, p. 101
amendment: GRO, XXXIV.12, p. 61
suspension: CCLM, VII, p. 101
sessions and meetings: CCLM, II.1-7, p. 99
sessions: GRO, XXXIV.7, p. 60
subsistence allowance and reimbursement of travel expenses: GRO, XXXIV.13, p. 61
term of office: CCLM, I.1,3, p. 99
vice-chairperson: GRO, XXXIV.4(b),10, p. 60; 61; CCLM, I.1-3, p. 99
election of: CCLM, I.1, p. 99
functions: CCLM, I.2,3, p. 99
voting: GRO, XXXIV.3(e), p. 60; CCLM, IV.1-6, p. 100
Committee on Fisheries
agenda: COFI, IV, p. 110-11
alternates: COFI, II.5, p. 110
Bureau: COFI, I.1-5, p. 109
chairperson: GRO, XXX.3, p. 50; COFI, I.1-5, p. 109
regional rotation: COFI, I.3, p. 109
documentation: COFI, IV.4, p. 111
establishment and membership of subcommittees, subsidiary working parties or study groups:
GRO, XXX.10, p. 51; COFI, VII, p. 111-12; Volume II, Section O, Add.II, p. 193-94
establishment of: Const., V.6(b), p. 7; GRO, XXX.1,2, p. 50
functions: GRO, XXX.6, p. 51
membership: GRO, XXX.1, 2, p. 49-50
participation in meetings by
international organizations: COFI, III.1, p. 110
Member Nations: COFI, III.3(b-c), p. 110
Member Organizations: see this Section
non-member States: COFI, III.2, p. 110
quorum: COFI, II.6, p. 110
reporting: Const., V.6(b), p. 7; GRO, XXX.6(e), p. 51; COFI, VI, p. 111
rules of procedure: GRO, XXX.9, 11, p. 51
amendment: COFI, IX, p. 112
suspension: COFI, VIII, p. 112
secretary: COFI, I.6, p. 109
sessions: GRO, XXX.4-5, p. 50; COFI, II, p. 109-10
vice-chairpersons: COFI, I.1-5, p. 109
voting: COFI, V, p. 111"
DOC_0011_P0230_01,DOC_0011,230,1,9,"226
INDEX"
